Company,TypeName,Inches,ScreenResolution,Ram(GB),OpSys,Weight(kg),Price_euros,HDD,SSD,TouchScreen,IPS,PPI,CpuName,GpuBrand
5,2,15.6,4,16,1,2.32,989.99,2000,0,0,0,141.21,34,0
8,4,15.6,4,16,1,1.8,1929.0,1000,256,0,0,141.21,34,2
5,1,13.3,4,8,1,1.29,1458.0,0,256,0,0,165.63,34,1
4,4,17.3,4,64,1,3.58,3975.0,0,1000,0,1,127.34,34,2
5,5,13.3,4,8,1,1.62,798.01,0,256,1,0,165.63,34,1
5,4,15.6,15,16,1,3.21,1329.0,1000,256,0,0,282.42,34,2
1,1,12.0,7,8,2,0.92,1300.0,0,0,0,1,226.42,31,1
5,2,15.6,1,4,1,2.06,481.98,500,0,0,0,100.45,32,1
2,2,15.6,1,4,1,2.31,1199.0,500,0,0,0,100.45,33,1
2,1,12.5,4,8,1,1.26,1199.0,0,256,0,0,176.23,33,1
2,2,13.3,4,8,1,1.49,1090.0,0,256,0,0,165.63,34,1
6,1,12.5,4,8,1,1.3,1713.49,0,256,1,1,176.23,34,1
6,2,17.3,3,8,1,3.0,659.0,1000,0,0,0,106.11,33,0
6,2,15.6,4,4,1,2.3,977.0,1000,0,0,1,141.21,33,2
8,4,17.3,4,16,1,3.78,2499.0,1000,256,0,0,127.34,34,2
6,2,15.6,1,4,1,2.1,540.0,500,0,0,0,100.45,33,1
2,2,15.6,4,4,1,2.31,940.0,500,0,0,0,141.21,33,1
6,1,12.5,9,8,1,0.99,1399.0,0,512,1,1,234.98,31,1
6,4,17.3,4,32,1,4.6,3240.0,0,512,0,1,127.34,34,2
6,5,10.1,5,4,1,0.69,646.27,0,0,1,1,224.17,28,1
2,1,13.3,15,16,1,1.3,2049.0,0,512,0,1,331.26,34,1
5,2,15.6,4,8,1,2.18,750.0,0,256,0,0,141.21,33,1
2,2,14.0,4,4,1,1.54,1030.99,500,0,0,0,157.35,33,1
2,6,15.6,4,8,1,1.9,1495.0,0,256,0,0,141.21,34,0
6,2,14.0,4,8,1,1.7,1199.0,0,180,0,0,157.35,33,1
2,2,13.3,14,4,4,1.29,615.0,0,0,0,0,276.05,35,1
3,2,15.6,1,4,1,2.4,387.0,500,0,0,0,100.45,9,0
5,2,15.6,1,4,3,2.2,393.49,500,0,0,0,100.45,36,1
2,2,15.6,1,4,4,1.86,345.99,1000,0,0,0,100.45,32,1
4,4,17.3,4,8,1,2.7,1599.0,1000,256,0,1,127.34,34,2
5,1,13.3,4,4,1,1.4,818.35,0,256,0,1,165.63,33,0
2,3,12.5,1,4,1,2.4,1599.0,0,128,0,0,125.37,33,1
3,2,15.6,4,8,1,2.4,799.0,1000,256,0,0,141.21,33,2
5,2,15.6,4,8,1,2.36,638.8,1000,0,0,0,141.21,33,0
8,4,17.3,4,8,1,2.6,1599.0,0,256,0,0,127.34,34,2
2,2,15.6,1,4,1,1.96,500.0,1000,0,0,0,100.45,36,1
4,4,17.3,4,16,1,4.3,2299.0,1000,128,0,1,127.34,34,2
5,1,12.5,1,4,1,1.5,1135.15,500,0,0,0,125.37,32,1
5,1,12.5,1,4,1,1.5,1166.97,0,128,0,0,125.37,32,1
3,2,15.6,1,4,4,2.2,209.0,0,16,0,0,100.45,29,1
2,6,17.3,4,8,1,3.0,2899.0,1000,0,0,1,127.34,34,0
6,4,15.6,4,16,1,2.4,1199.0,0,512,0,0,141.21,34,2
5,1,12.5,1,8,1,1.5,1413.1,0,256,0,0,125.37,33,1
8,4,17.3,4,8,1,2.9,1511.19,1000,128,0,0,127.34,34,2
6,5,15.6,4,4,1,2.1,867.0,0,256,1,1,141.21,33,1
2,2,15.6,4,4,1,2.1,398.0,1000,0,0,0,141.21,7,0
4,4,15.6,4,16,1,2.59,1339.0,1000,128,0,1,141.21,34,2
2,2,13.3,14,8,1,1.16,1699.0,0,256,1,0,276.05,31,1
5,2,15.6,1,4,1,2.24,769.15,500,0,0,0,100.45,33,0
6,2,15.6,1,4,1,2.1,429.0,0,128,0,0,100.45,32,1
2,1,13.3,4,8,1,1.16,1969.0,0,512,0,0,165.63,34,1
6,5,10.1,5,4,4,0.69,549.0,0,0,1,1,224.17,28,1
5,1,13.3,4,8,1,1.23,1379.0,0,256,0,0,165.63,34,1
6,4,17.3,4,16,1,4.6,2749.99,0,256,0,1,127.34,34,2
14,1,12.5,15,8,1,1.25,1029.0,0,256,1,0,352.47,34,1
10,1,13.3,4,16,1,1.05,2226.0,0,512,0,0,165.63,34,1
4,4,17.3,4,8,1,3.52,1312.49,1000,128,0,0,127.34,34,2
13,2,13.3,4,4,1,1.35,196.0,0,0,0,0,165.63,24,1
2,2,13.3,4,8,1,1.16,1690.0,0,256,0,0,165.63,33,1
2,2,14.0,4,8,1,1.43,1513.0,0,256,0,0,157.35,33,1
5,2,15.6,1,4,3,2.09,523.63,500,0,0,0,100.45,33,1
4,2,15.6,1,4,1,2.0,435.0,1000,0,0,0,100.45,32,1
6,5,14.0,4,8,1,1.8,1669.0,0,256,1,1,157.35,34,1
6,5,10.1,5,4,1,0.69,479.0,0,0,1,1,224.17,28,1
2,1,12.5,1,8,1,1.26,1895.0,0,256,0,0,125.37,33,1
6,4,15.6,4,8,4,2.4,989.0,1000,128,0,1,141.21,33,2
2,4,17.3,4,8,1,3.35,1129.0,1000,128,0,1,127.34,33,2
2,2,15.6,1,8,1,2.04,629.0,2000,0,0,0,100.45,34,1
6,5,14.0,4,8,1,1.8,2050.38,0,512,1,1,157.35,34,2
4,2,14.0,1,4,1,1.5,278.0,0,0,0,0,111.94,29,1
2,1,15.6,4,8,1,1.84,752.0,0,256,0,0,141.21,34,1
3,2,15.6,4,4,1,2.23,616.0,1000,0,0,0,141.21,33,2
6,2,15.6,4,16,1,2.5,1099.0,0,0,0,0,141.21,34,0
2,6,17.3,4,8,1,3.0,3949.4,0,256,0,1,127.34,34,2
5,2,15.6,1,8,1,2.5,784.0,1000,0,0,0,100.45,33,0
8,4,17.3,4,16,1,3.78,2399.0,1000,256,0,0,127.34,34,2
2,1,15.6,4,8,1,1.88,2171.72,0,256,0,0,141.21,34,1
6,5,14.0,9,16,1,2.8,2440.0,0,512,1,1,209.8,34,1
8,4,15.6,4,8,1,2.4,1142.8,1000,128,0,0,141.21,34,2
2,5,13.3,4,8,1,1.48,1629.0,0,256,1,0,165.63,33,1
2,6,15.6,4,8,1,2.59,2229.0,0,256,0,1,141.21,34,2
2,5,13.3,9,8,1,1.48,1799.0,0,256,1,0,220.84,34,1
2,6,15.6,4,8,1,2.0,1899.0,0,256,0,0,141.21,34,2
2,1,12.5,4,8,1,1.26,2296.95,0,256,0,0,176.23,34,1
5,2,15.6,4,8,1,2.18,1009.9,0,256,0,0,141.21,34,2
2,2,15.6,4,8,1,1.88,1579.0,0,256,0,0,141.21,33,1
6,5,14.0,9,8,1,1.27,2339.0,0,256,1,1,209.8,34,1
6,2,15.6,1,4,4,1.9,339.0,1000,0,0,0,100.45,32,1
2,2,15.6,1,4,1,1.86,297.0,500,0,0,0,100.45,14,0
6,2,15.6,4,8,4,2.32,599.0,1000,0,0,0,141.21,33,0
5,4,15.6,4,8,1,2.62,1199.0,1000,0,0,0,141.21,34,2
5,2,15.6,15,8,1,2.04,2250.68,0,256,1,1,282.42,33,2
2,2,15.6,4,4,1,1.91,478.89,0,256,0,0,141.21,8,0
8,4,17.3,4,16,1,2.7,1492.8,1000,256,0,0,127.34,34,2
6,1,14.0,4,12,1,1.4,2299.0,0,512,0,0,157.35,34,1
6,2,15.6,4,8,1,2.5,788.49,0,0,0,0,141.21,33,0
2,5,13.3,9,8,1,1.48,2041.0,0,512,1,0,220.84,34,1
6,1,14.0,4,8,1,1.7,1499.0,0,256,0,0,157.35,34,1
8,4,14.0,4,16,1,1.7,1769.0,1000,256,0,0,157.35,34,2
2,4,15.6,4,8,1,2.62,899.0,1000,0,0,1,141.21,34,2
6,2,15.6,1,8,1,2.2,459.0,1000,0,0,0,100.45,32,1
2,2,15.6,1,4,4,2.1,476.99,500,0,0,0,100.45,33,1
5,4,15.6,15,8,1,2.62,1498.0,1000,128,0,0,282.42,34,2
6,2,15.6,4,8,1,1.95,1390.0,0,256,0,1,141.21,33,1
6,2,15.6,4,4,1,2.2,468.0,1000,0,0,0,141.21,32,2
2,2,14.0,1,2,1,1.44,249.0,0,0,0,0,111.94,29,1
8,4,15.6,4,8,1,2.2,839.0,1000,0,0,1,141.21,34,2
2,2,15.6,4,8,1,1.96,679.0,0,256,0,0,141.21,34,1
2,2,15.6,4,16,1,2.1,1159.0,0,512,0,0,141.21,34,1
4,2,15.6,1,4,1,2.2,369.0,500,0,0,0,100.45,29,1
6,2,15.6,1,4,4,2.1,398.0,500,0,0,0,100.45,33,1
6,2,15.6,4,8,4,2.2,709.0,1000,0,0,0,141.21,34,2
4,2,14.0,4,4,1,2.0,769.0,0,256,0,0,157.35,32,1
6,2,15.6,4,4,1,2.32,825.0,0,0,0,0,141.21,34,1
6,4,15.6,4,16,1,3.31,1305.0,0,512,0,1,141.21,34,2
8,4,15.6,4,16,1,1.91,2153.37,1000,128,0,0,141.21,34,2
2,2,15.6,1,4,1,2.07,650.0,500,0,0,0,100.45,32,1
6,5,14.0,9,8,1,1.36,1637.0,0,256,1,1,209.8,33,1
6,1,15.6,4,6,1,1.54,831.0,0,256,0,0,141.21,34,2
5,2,15.6,4,8,3,1.98,895.01,0,256,0,0,141.21,34,2
3,2,15.6,1,4,1,2.1,333.0,500,0,0,0,100.45,29,1
2,2,15.6,4,6,1,2.18,799.0,1000,0,0,1,141.21,34,2
4,4,15.6,4,8,1,2.591,909.0,1000,256,0,1,141.21,34,2
5,5,15.6,4,16,1,2.09,1179.0,0,512,1,0,141.21,34,1
3,2,15.6,4,4,1,2.23,691.0,0,256,0,0,141.21,33,2
5,1,13.3,14,8,3,1.23,1099.0,0,256,1,0,276.05,33,1
3,4,17.3,4,16,1,4.2,2599.0,1000,256,0,1,127.34,34,2
6,4,15.6,4,8,1,2.4,819.0,1000,0,0,1,141.21,33,2
2,2,15.6,1,4,1,1.86,485.0,500,0,0,0,100.45,33,1
1,1,12.0,7,8,2,0.92,1163.0,0,0,0,1,226.42,31,1
5,5,13.3,4,8,1,1.6,1199.0,0,256,1,1,165.63,33,1
2,2,15.6,4,12,1,2.21,1327.0,1000,128,0,1,141.21,34,2
6,2,15.6,1,4,4,1.9,368.0,1000,0,0,0,100.45,32,0
4,4,17.3,4,16,1,4.3,2150.0,1000,512,0,1,127.34,34,2
3,2,15.6,1,4,3,2.1,272.0,1000,0,0,0,100.45,29,1
8,4,17.3,4,16,1,2.43,2048.9,1000,256,0,0,127.34,34,2
5,2,15.6,1,4,1,2.3,499.0,0,128,0,0,100.45,32,0
6,2,15.6,1,8,4,2.2,629.0,500,0,0,0,100.45,34,2
5,5,15.6,4,16,1,2.0,1285.0,0,512,1,0,141.21,34,1
5,1,13.3,14,16,1,1.2,2680.0,0,512,1,0,276.05,34,1
4,4,15.6,4,8,1,2.2,1169.0,1000,0,0,0,141.21,34,2
5,2,15.6,4,8,1,2.36,889.0,0,256,0,0,141.21,33,0
2,2,15.6,1,8,1,1.91,579.0,0,256,0,0,100.45,33,1
6,2,15.6,1,4,1,2.2,299.0,500,0,0,0,100.45,15,0
3,2,17.3,3,8,1,3.3,629.0,1000,0,0,0,106.11,32,2
4,4,15.6,4,16,1,2.2,2449.0,1000,256,0,0,141.21,34,2
1,1,12.0,7,8,2,0.92,1279.0,0,0,0,1,226.42,31,1
4,2,15.6,4,16,1,2.2,1749.0,1000,128,0,0,141.21,34,2
8,4,17.3,4,16,1,2.43,1948.99,1000,256,0,1,127.34,34,2
5,5,15.6,4,8,1,2.191,999.0,0,256,1,1,141.21,33,1
4,4,17.3,4,16,1,2.9,1949.0,1000,256,0,0,127.34,34,2
3,3,11.6,1,2,4,1.3,174.0,0,32,0,0,135.09,29,1
3,2,17.3,3,4,1,3.3,598.0,1000,0,0,0,106.11,32,2
6,2,17.3,3,8,4,2.8,539.0,1000,0,0,0,106.11,33,1
6,4,15.6,4,8,1,2.6,1272.0,1000,128,0,1,141.21,34,2
3,5,14.0,4,8,1,1.2,1149.0,0,256,1,1,157.35,34,1
6,2,15.6,4,8,1,2.3,1529.0,0,256,0,1,141.21,34,1
8,4,15.6,4,8,1,2.2,1476.11,1000,128,0,0,141.21,34,2
2,2,15.6,4,6,1,2.1,529.0,1000,0,0,0,141.21,4,0
5,1,12.5,4,8,1,1.26,1713.37,0,256,1,0,176.23,33,1
5,5,15.0,4,4,1,2.08,509.0,500,0,1,0,146.86,32,1
4,2,15.6,1,4,1,2.65,309.0,1000,0,0,0,100.45,36,1
5,1,13.3,14,8,1,1.29,1477.0,0,256,1,0,276.05,34,1
5,2,15.6,1,4,3,2.18,521.86,1000,0,0,0,100.45,33,1
6,4,15.6,4,16,1,2.6,1029.0,1000,128,1,1,141.21,34,2
8,4,15.6,4,8,1,2.2,1149.0,1000,128,0,0,141.21,34,2
6,3,12.5,4,16,1,1.3,1650.0,0,512,1,1,176.23,34,1
14,4,14.0,4,16,1,1.95,3499.0,0,1000,0,0,157.35,34,2
5,2,15.6,1,8,1,2.3,469.01,1000,0,1,0,100.45,32,1
8,4,17.3,4,16,1,2.7,1598.0,1000,256,0,0,127.34,34,2
1,1,11.6,1,4,2,1.08,959.0,0,0,0,0,135.09,33,1
2,2,15.6,4,4,1,2.1,478.0,1000,0,0,0,141.21,32,1
2,1,14.0,9,8,1,1.54,2198.19,0,256,0,0,209.8,34,1
5,2,15.6,1,4,1,2.24,737.0,500,0,0,0,100.45,33,1
8,4,15.6,4,8,1,2.3,1169.0,1000,128,0,0,141.21,34,2
6,2,13.3,4,16,1,1.4,1499.0,0,512,0,1,165.63,34,1
6,2,15.6,4,6,1,2.2,597.57,0,256,0,0,141.21,4,0
4,1,13.3,4,8,1,1.45,1280.0,0,256,0,0,165.63,34,1
3,2,15.6,1,4,3,2.4,361.8,500,0,0,0,100.45,32,1
5,5,17.3,4,16,1,2.77,1799.0,0,512,1,0,127.34,34,2
2,2,14.0,4,4,1,1.54,1099.99,0,256,0,0,157.35,33,1
4,4,15.6,4,16,1,2.5,1600.0,1000,256,0,1,141.21,34,2
5,2,14.0,1,4,1,1.6,875.0,500,0,0,0,111.94,33,1
4,4,15.6,4,16,1,2.34,2325.0,1000,256,0,1,141.21,34,2
6,2,15.6,4,8,4,2.3,573.0,0,256,0,1,141.21,33,1
5,5,13.3,14,8,1,1.24,1813.0,0,256,1,0,276.05,33,1
5,2,15.6,1,4,3,2.2,324.0,500,0,0,0,100.45,36,1
2,2,15.6,1,4,1,1.86,399.0,500,0,0,0,100.45,7,0
6,2,15.6,4,6,1,2.4,569.0,0,128,0,0,141.21,32,2
6,2,14.0,4,8,1,1.9,1072.0,0,256,0,1,157.35,33,1
5,2,15.6,1,4,1,2.2,443.99,500,0,0,0,100.45,36,1
4,2,15.6,1,4,1,2.0,339.0,1000,0,0,0,100.45,29,1
4,4,17.3,4,16,1,4.0,1900.0,1000,128,0,1,127.34,34,2
5,2,15.6,1,4,1,2.29,490.0,500,0,0,0,100.45,32,1
6,2,15.6,4,8,1,2.32,895.0,0,0,0,0,141.21,34,0
8,4,15.6,4,8,1,2.4,1229.0,1000,128,0,0,141.21,34,2
6,5,14.0,4,4,1,1.8,833.01,0,128,1,0,157.35,33,1
4,1,13.3,4,8,1,1.2,729.0,0,512,0,1,165.63,31,1
5,2,15.6,1,6,1,2.3,459.0,1000,0,0,0,100.45,32,1
3,2,15.6,1,4,3,2.4,289.0,500,0,0,0,100.45,29,1
5,2,15.6,1,2,1,2.2,379.0,500,0,0,0,100.45,29,1
6,2,15.6,4,8,1,2.6,899.0,1000,0,0,1,141.21,34,2
2,2,15.6,4,6,1,2.04,549.99,0,0,0,0,141.21,10,0
5,2,15.6,1,8,3,2.3,805.99,1000,0,0,0,100.45,34,0
2,3,11.6,1,2,1,1.17,209.0,0,0,0,0,135.09,29,1
4,2,15.6,1,4,1,2.2,720.32,500,0,0,0,100.45,34,2
6,5,14.0,4,4,1,1.8,638.0,0,128,1,1,157.35,34,1
6,5,13.3,14,16,1,1.3,1499.0,0,512,1,1,276.05,34,1
6,2,14.0,1,2,1,1.5,229.0,0,0,0,0,111.94,29,1
2,2,15.6,1,6,1,2.19,764.0,1000,0,0,0,100.45,34,0
4,2,15.6,1,4,1,2.2,369.0,500,0,0,0,100.45,29,1
4,1,13.3,4,8,1,1.2,729.0,0,512,0,1,165.63,31,1
5,2,15.6,1,6,1,2.3,459.0,1000,0,0,0,100.45,32,1
3,2,15.6,1,4,3,2.4,289.0,500,0,0,0,100.45,29,1
5,2,15.6,1,2,1,2.2,379.0,500,0,0,0,100.45,29,1
6,2,15.6,4,8,1,2.6,899.0,1000,0,0,1,141.21,34,2
2,2,15.6,4,6,1,2.04,549.99,0,0,0,0,141.21,10,0
5,2,15.6,1,8,3,2.3,805.99,1000,0,0,0,100.45,34,0
2,3,11.6,1,2,1,1.17,209.0,0,0,0,0,135.09,29,1
4,2,15.6,1,4,1,2.2,720.32,500,0,0,0,100.45,34,2
6,5,14.0,4,4,1,1.8,638.0,0,128,1,1,157.35,34,1
6,5,13.3,14,16,1,1.3,1499.0,0,512,1,1,276.05,34,1
6,2,14.0,1,2,1,1.5,229.0,0,0,0,0,111.94,29,1
2,2,15.6,1,6,1,2.19,764.0,1000,0,0,0,100.45,34,0
4,2,15.6,1,4,1,2.2,369.0,500,0,0,0,100.45,29,1
4,1,13.3,4,8,1,1.2,729.0,0,512,0,1,165.63,31,1
5,2,15.6,1,6,1,2.3,459.0,1000,0,0,0,100.45,32,1
3,2,15.6,1,4,3,2.4,289.0,500,0,0,0,100.45,29,1
5,2,15.6,1,2,1,2.2,379.0,500,0,0,0,100.45,29,1
6,2,15.6,4,8,1,2.6,899.0,1000,0,0,1,141.21,34,2
2,2,15.6,4,6,1,2.04,549.99,0,0,0,0,141.21,10,0
5,2,15.6,1,8,3,2.3,805.99,1000,0,0,0,100.45,34,0
2,3,11.6,1,2,1,1.17,209.0,0,0,0,0,135.09,29,1
4,2,15.6,1,4,1,2.2,720.32,500,0,0,0,100.45,34,2
6,5,14.0,4,4,1,1.8,638.0,0,128,1,1,157.35,34,1
6,5,13.3,14,16,1,1.3,1499.0,0,512,1,1,276.05,34,1
6,2,14.0,1,2,1,1.5,229.0,0,0,0,0,111.94,29,1
2,2,15.6,1,6,1,2.19,764.0,1000,0,0,0,100.45,34,0
4,2,15.6,1,4,1,2.2,369.0,500,0,0,0,100.45,29,1
